"symbol__gene_id","gene_id","module_color","module","FTA2_S7_L001","FTB2_S8_L001","FTC2_S9_L001","FTD2_S10_L001","FTE2_S11_L001","FTF2_S12_L001","GCA2_S1_L001","GCB2_S2_L001","GCC2_S3_L001","GCD2_S4_L001","GCE2_S5_L001","GCF2_S6_L001","band","chromosome_name","start_position","percentage_gc_content","transcript_count","gene_biotype","description","entrezgene_id","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons","symbol","set"
"ASPGB1__AT3G16150","AT3G16150","turquoise","1",5.15153960223328,4.56672191421659,4.91783408448195,6.83545420531396,5.95180316264465,7.00438767547579,4.9210552965099,4.89953353188708,5.3718567272808,5.0995523484113,3.90373195300829,5.83597013190049,NA,"Chr3",5471735,NA,1,"protein_coding","N-terminal nucleophile aminohydrolases (Ntn hydrolases) superfamily protein",NA,1626,978,1626,59,327,4,"ASPGB1","List"
"PAB6__AT3G16380","AT3G16380","turquoise","1",2.96781997187233,5.31525453735683,4.87687790076787,4.27296103902821,4.99926339390435,3.00226627293868,3.31851396598422,4.58561716086523,5.01523927388083,4.06183036345336,4.42944937712037,3.45008071856468,NA,"Chr3",5558445,NA,1,"protein_coding","poly(A) binding protein 6",NA,2682,1614,2682,133,231,7,"PAB6","List"
"JAL31__AT3G16430","AT3G16430","turquoise","1",4.47000149355876,5.52616559745878,6.41317975605108,4.59239660486492,5.53785438459296,4.52730431743949,5.44108490630726,6.22635271171243,7.00781400558719,6.09761303752306,5.79560633540602,5.89315511364269,NA,"Chr3",5581568,NA,2,"protein_coding","jacalin-related lectin 31",NA,1691,891,1590,156,264,4,"JAL31","List"
"__AT3G16530","AT3G16530","turquoise","1",5.66784275888909,7.32009630490759,9.53649278529233,6.59922353931201,7.44154906539535,7.01561602642504,6.30928851738187,8.70583437547766,8.96726506215258,6.81306050055071,6.98678160168158,6.87249119647192,NA,"Chr3",5624326,NA,1,"protein_coding","Legume lectin family protein",NA,1194,831,1194,103,260,1,"","List"
"__AT3G16670","AT3G16670","turquoise","1",7.2763988882146,8.48971879483227,7.73458330409623,7.19755578877408,7.52705779120447,7.52799264221107,8.34133227380044,7.51778157631725,6.10044716601496,6.65420866333844,7.84501459927591,5.83597013190049,NA,"Chr3",5681380,NA,1,"protein_coding","Pollen Ole e 1 allergen and extensin family protein",NA,983,465,983,120,251,2,"","List"
"__AT3G19200","AT3G19200","turquoise","1",3.85944399294282,5.75866443963806,6.12916163969886,5.80083265371135,5.41271919752389,4.09092746605148,3.62841296473186,4.81659095982462,4.6090849138859,5.01489834176674,5.67691440808595,4.93361568170825,NA,"Chr3",6649228,NA,1,"protein_coding","None",NA,972,432,972,193,250,2,"","List"
"__AT3G19660","AT3G19660","turquoise","1",2.56358909979754,3.88211664811604,4.99641520544827,3.54427291050152,3.96157220207526,3.32464719552684,3.88337188828617,3.62502169321257,4.54046566909779,3.78342659382215,3.06813386049407,2,NA,"Chr3",6825433,NA,1,"protein_coding","None",NA,1153,195,1153,713,245,1,"","List"
"BCAT4__AT3G19710","AT3G19710","turquoise","1",8.41543186737169,7.8820603244302,8.8376216056366,7.89953744962214,8.5965130559295,6.61905425682806,6.70601796343317,9.01340401334994,9.00912924525442,6.42736464063874,8.83933566353915,4.06203920772612,NA,"Chr3",6846969,NA,1,"protein_coding","branched-chain aminotransferase4",NA,2614,1065,2614,153,233,9,"BCAT4","List"
"__AT3G20150","AT3G20150","turquoise","1",4.94320496720608,7.32815754498893,6.78928416391239,4.12234082545011,5.65299669836498,3.81059136609022,5.44108490630726,6.1938572502546,5.78166545477158,5.69687280228347,5.28891307209733,4.41429344752499,NA,"Chr3",7031171,NA,2,"protein_coding","Kinesin motor family protein",NA,5840,3266,5784,184,578,18,"","List"
"__AT3G20370","AT3G20370","turquoise","1",4.19678351271308,6.98490527203366,6.78928416391239,2.96959090003602,3.86932796390693,3.17244286287282,3.88337188828617,7.67319549954499,7.98521762033079,5.46126083366614,5.11720238179199,4.06203920772612,NA,"Chr3",7105371,NA,2,"protein_coding","TRAF-like family protein",NA,2019,1107,1937,190,228,6,"","List"
"DMP2__AT3G21550","AT3G21550","turquoise","1",2.77981622109524,5.21448396589449,4.83472496894829,4.27296103902821,3.86932796390693,3.58798340755163,2.92330472536717,4.11608152963687,4.3125412629073,4.55700724667049,2.34956895221554,2.36592268146661,NA,"Chr3",7591394,NA,1,"protein_coding","DUF679 domain membrane protein 2",NA,980,555,980,111,314,1,"DMP2","List"
"__AT3G21950","AT3G21950","turquoise","1",2.77981622109524,4.72162547093278,4.74653395598881,2,3.29126817834303,2,4.2882510506065,4.36986735637685,4.13775831262173,3.30185506933204,2.86595017324234,2.65755872340552,NA,"Chr3",7734219,NA,2,"protein_coding","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein",NA,2275,1155,2275,177,292,2,"","List"
"__AT3G22240","AT3G22240","turquoise","1",4.58937640951012,7.19343865363013,7.69977982129625,6.33383188479521,6.39388260535025,7.05967542385842,4.97688003496949,7.75899426139007,6.87478759697568,6.30791645909257,6.00718589551115,6.98198000956557,NA,"Chr3",7863606,NA,1,"protein_coding","None",NA,1290,219,1290,220,182,3,"","List"
"PAP85__AT3G22640","AT3G22640","turquoise","1",4.47000149355876,2.74117675152558,4.13235092359754,4.27296103902821,5.47664309891123,5.43037304389323,3.76151728452404,3.80791607750989,4.13775831262173,5.36194060689193,4.75654880833287,6.94188910701522,NA,"Chr3",8011724,NA,1,"protein_coding","cupin family protein",NA,2218,1461,2218,58,178,5,"PAP85","List"
"SBP3__AT3G23800","AT3G23800","turquoise","1",4.53092329998603,5.4689847139895,5.45172815564483,3.65816199162202,5.78509438022371,4.00339807580492,2.3771994527339,5.28610722517646,5.15949140805196,3.43813302302611,4.634457950626,2.65755872340552,NA,"Chr3",8581446,NA,2,"protein_coding","selenium-binding protein 3",NA,2542,1395,2294,141,256,6,"SBP3","List"
"__AT3G24450","AT3G24450","turquoise","1",4.33985062292971,6.49116288662691,6.07587221387017,4.70268856236662,5.37966274073747,4.3255524247558,3.62841296473186,4.7285874639305,4.3125412629073,4.97063266221799,4.69679451613334,5.18328891611387,NA,"Chr3",8880012,NA,1,"protein_coding","Heavy metal transport/detoxification superfamily protein ",NA,1768,423,1768,168,274,3,"","List"
"MAD2__AT3G25980","AT3G25980","turquoise","1",5.18982524687524,6.82320112398747,6.95586055910116,5.03335940575448,5.47664309891123,4.52730431743949,4.09996830698787,6.3641521325899,5.20453902235502,4.97063266221799,5.44234312697389,4.87804304007561,NA,"Chr3",9503056,NA,4,"protein_coding","DNA-binding HORMA family protein",NA,1625,548,1484,303,273,6,"MAD2","List"
"CYP71B22__AT3G26200","AT3G26200","turquoise","1",3.76116064390409,6.03961131255388,7.37156726161299,3.95414256187631,4.95506686463088,4.17344877832975,4.09996830698787,5.25494453490145,6.69705275491708,4.36516845360641,4.35408483118573,3.59499702430447,NA,"Chr3",9589249,NA,1,"protein_coding","cytochrome P450, family 71, subfamily B, polypeptide 22",NA,1931,1503,1931,98,207,2,"CYP71B22","List"
"__AT3G27360","AT3G27360","turquoise","1",6.02628005005012,7.91454661561598,7.62754804675221,4.75482579074029,5.88270118288464,5.32600482646214,6.0214553643985,7.00263833351936,6.23680484680414,7.04421094478096,6.4120573202714,6.53793764048718,NA,"Chr3",10129105,NA,1,"protein_coding","Histone superfamily protein",NA,833,411,833,68,354,1,"","List"
"__AT3G27500","AT3G27500","turquoise","1",3.41834919625327,5.43952130393009,4.87687790076787,3.54427291050152,4.95506686463088,3.58798340755163,3.31851396598422,5.37574929021121,5.33181111183509,5.25527395543709,4.50107165794544,4.15848786705327,NA,"Chr3",10182730,NA,3,"protein_coding","Cysteine/Histidine-rich C1 domain family protein",NA,2469,1807,2431,83,468,2,"","List"
"PMZ__AT3G28210","AT3G28210","turquoise","1",2,4.26465230138895,4.74653395598881,2.78132941915586,3.86932796390693,3.00226627293868,2.67593902155288,3.17036147454436,4.22779504668659,2.98329193367204,2.63074070357094,3.59499702430447,NA,"Chr3",10520443,NA,2,"protein_coding","zinc finger (AN1-like) family protein",NA,1354,561,1200,112,392,2,"PMZ","List"
"CYP81D11__AT3G28740","AT3G28740","turquoise","1",10.6302946666086,6.97467097972201,9.70683271830499,9.08107861218421,8.80073468455776,8.84369328652784,10.4062566656469,9.05696575207529,9.83110753769642,10.5457929400387,10.3373343553034,10.5142608639698,NA,"Chr3",10788698,NA,1,"protein_coding","Cytochrome P450 superfamily protein",NA,1856,1530,1856,1,66,3,"CYP81D11","List"
"LOX2__AT3G45140","AT3G45140","turquoise","1",5.29893927655371,4.98899966733847,7.51860287662395,5.49845079244511,6.95016853875779,4.52730431743949,6.75473677161243,7.53733965363996,6.17023640395317,5.75021889565805,5.16208372644125,5.64941111243079,NA,"Chr3",16525245,NA,2,"protein_coding","lipoxygenase 2",NA,4108,2478,4075,497,119,7,"LOX2","List"
"__AT3G46280","AT3G46280","turquoise","1",3.54189428613891,6.33990527893027,7.40075374959702,5.33681316212822,4.90947348311746,5.43037304389323,2.67593902155288,7.02127837825924,6.43882916491253,3.15134848235194,3.06813386049407,4.82024367958644,NA,"Chr3",17005423,NA,1,"protein_coding","protein kinase-related",NA,3106,1416,3106,118,249,6,"","List"
"__AT3G46490","AT3G46490","turquoise","1",6.78270994246053,7.68272503126061,8.07051020378708,5.82542151673288,7.03753516796007,5.55873295009381,6.6555962826908,7.09351968356294,8.32315509740288,7.45096359838017,7.47879710464397,6.75400562092699,NA,"Chr3",17115483,NA,2,"protein_coding","2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein",NA,4308,964,4220,102,400,10,"","List"
"PRXCB__AT3G49120","AT3G49120","turquoise","1",3.41834919625327,5.21448396589449,7.16594134598436,5.52871349810425,5.34583106438453,5.21349342126878,4.80247511810347,6.93543362964528,5.6575624817953,5.01489834176674,5.70751533206602,5.18328891611387,NA,"Chr3",18207651,NA,1,"protein_coding","peroxidase CB",NA,2683,1062,2683,168,292,4,"PRXCB","List"
"__AT3G50140","AT3G50140","turquoise","1",2.96781997187233,4.86149777136511,5.24195965997831,4.90080406370795,4.86239206319249,5.09145974753768,2.67593902155288,5.25494453490145,5.59126359991499,3.78342659382215,3.67511088040822,3.95867775465171,NA,"Chr3",18592305,NA,2,"protein_coding","Plant protein of unknown function (DUF247)",NA,2411,1432,2411,153,532,2,"","List"
"CAX3__AT3G51860","AT3G51860","turquoise","1",7.20342073288025,5.06814206306922,6.58830297352654,6.41708022257656,7.6499790619152,7.73915369106444,7.13197090420991,6.42141093484077,6.40062431932235,7.35090668897531,7.74530552062582,7.62943048893978,NA,"Chr3",19239305,NA,2,"protein_coding","cation exchanger 3",NA,3609,1394,3556,100,422,10,"CAX3","List"
"__AT3G51930","AT3G51930","turquoise","1",3.28322502075617,5.40944361100515,4.74653395598881,4.59239660486492,4.20744856567678,4.52730431743949,3.62841296473186,4.31048242198001,3.82805587208358,3.56264180082731,3.79394532813317,2,NA,"Chr3",19271347,NA,1,"protein_coding","Transducin/WD40 repeat-like superfamily protein",NA,1718,1248,1718,325,145,1,"","List"
"__AT3G52630","AT3G52630","turquoise","1",5.03018093822585,6.223720037568,6.72150119359263,5.2303560699472,4.99926339390435,3.70357668746633,4.73931776925993,6.22635271171243,5.15949140805196,5.85133483413846,5.7668362010966,4.56266849986913,NA,"Chr3",19513937,NA,2,"protein_coding","Nucleic acid-binding, OB-fold-like protein",NA,932,324,830,76,200,3,"","List"
"__AT3G53650","AT3G53650","turquoise","1",2.96781997187233,6.13460055094541,6.41317975605108,4.34275729809957,4.54220107208499,3.58798340755163,3.48176852247284,5.15720196370665,4.13775831262173,4.97063266221799,4.75654880833287,3.72667626196656,NA,"Chr3",19889297,NA,1,"protein_coding","Histone superfamily protein",NA,955,417,955,61,477,1,"","List"
"CDKB1__AT3G54180","AT3G54180","turquoise","1",4.64555312962501,6.27466354365115,6.21382361748545,4.70268856236662,4.71116127410457,4.00339807580492,4.37391379555185,4.68248720024385,4.3125412629073,4.67205012397825,4.50107165794544,3.28896552670609,NA,"Chr3",20059671,NA,1,"protein_coding","cyclin-dependent kinase B1",NA,1818,930,1818,211,238,4,"CDKB1","List"
"UVI4-LIKE__AT3G57860","AT3G57860","turquoise","1",3.65568908029843,5.4689847139895,6.07587221387017,4.75482579074029,5.04214612393342,3.58798340755163,4.37391379555185,4.93928257222676,2.35996874649857,4.22145717168061,4.19040573488459,4.15848786705327,NA,"Chr3",21426285,NA,1,"protein_coding","UV-B-insensitive 4-like",NA,2056,732,2056,144,519,3,"UVI4-LIKE","List"
"IPMI1__AT3G58990","AT3G58990","turquoise","1",8.20723045822837,8.13275131755345,8.72674560762804,8.42304431026799,8.20188450343606,7.26179860996184,7.59135831769079,9.24316057340267,9.81485731516114,9.01649327879056,9.07760573370794,6.59074841497115,NA,"Chr3",21797058,NA,1,"protein_coding","isopropylmalate isomerase 1",NA,1246,762,1246,18,466,1,"IPMI1","List"
"__AT3G59930","AT3G59930","turquoise","1",6.93698503023781,5.43952130393009,7.66411594261335,8.47058724681372,8.5340402603768,7.63379425733403,7.67811274930827,8.35906087919487,8.09096663255021,8.27969874595694,7.6927417555587,9.28305298412344,NA,"Chr3",22139492,NA,1,"protein_coding","None",NA,829,243,829,193,280,2,"","List"
"RTFL14__AT3G63088","AT3G63088","turquoise","1",5.66784275888909,7.48780342548605,7.17441646040963,5.64378954132366,5.83472308343612,4.3255524247558,2,5.46014577861187,5.48572710932019,6.53767485036618,6.33575413654698,6.19553137058381,NA,"Chr3",23313004,NA,1,"protein_coding","ROTUNDIFOLIA like 14",NA,385,147,385,49,189,1,"RTFL14","List"
"__AT3G63450","AT3G63450","turquoise","1",2.96781997187233,5.60789976958527,5.24195965997831,4.04069150523463,5.04214612393342,3.46231534866231,3.76151728452404,4.77326012765103,4.79729525922021,3.43813302302611,4.97351884982372,4.06203920772612,NA,"Chr3",23426556,NA,7,"protein_coding","RNA-binding (RRM/RBD/RNP motifs) family protein",NA,2801,1159,2428,507,390,8,"","List"
"ATPMEPCRB__AT4G02330","AT4G02330","turquoise","1",3.28322502075617,6.30765317610724,5.36553322814598,4.04069150523463,5.53785438459296,2.80929765959695,4.2882510506065,6.4899295492625,5.89593333656722,5.14008666177788,4.50107165794544,3.59499702430447,NA,"Chr4",1032350,NA,1,"protein_coding","Plant invertase/pectin methylesterase inhibitor superfamily",NA,2706,1722,2706,129,127,2,"ATPMEPCRB","List"
"__AT4G03610","AT4G03610","turquoise","1",4.64555312962501,2,3.53788062086929,2.78132941915586,3.66500451858964,3.91021324550651,3.99573107495141,3.41552852223501,3.57714438819286,4.49585214076155,5.11720238179199,4.15848786705327,NA,"Chr4",1604886,NA,4,"protein_coding","Metallo-hydrolase/oxidoreductase superfamily protein",NA,2611,882,2299,135,387,9,"","List"
"__AT4G08555","AT4G08555","turquoise","1",4.80204178404373,3.6953089545868,5.72989380182912,2.30984126106683,4.41745909172231,2,3.48176852247284,3.80791607750989,5.15949140805196,3.43813302302611,4.1010309351639,2.36592268146661,NA,"Chr4",5448049,NA,1,"protein_coding","None",NA,590,210,590,142,238,1,"","List"
"__AT4G10270","AT4G10270","turquoise","1",3.1341247006481,4.62022588337996,5.42356485709793,2.78132941915586,3.66500451858964,2.32283503130743,2.67593902155288,5.12309200217924,3.09328457657443,2.79304560190314,2,2.65755872340552,NA,"Chr4",6374734,NA,1,"protein_coding","Wound-responsive family protein",NA,477,273,477,71,133,1,"","List"
"__AT4G10390","AT4G10390","turquoise","1",4.03795121375176,4.26465230138895,4.13235092359754,3.76371454300979,2,3.46231534866231,3.99573107495141,4.68248720024385,4.6090849138859,4.72630482596946,4.8139262842062,2.36592268146661,NA,"Chr4",6441596,NA,1,"protein_coding","Protein kinase superfamily protein",NA,1959,1029,1959,393,353,2,"","List"
"CRK30__AT4G11460","AT4G11460","turquoise","1",6.44562423812962,8.02281214172021,7.87118639081928,6.09180791014188,6.65098564221561,6.61905425682806,5.18079872656628,8.00826788562795,7.34609644813304,5.61296224756122,5.98237421774789,5.74570408344409,NA,"Chr4",6963521,NA,3,"protein_coding","cysteine-rich RLK (RECEPTOR-like protein kinase) 30",NA,3680,2022,3036,204,107,8,"CRK30","List"
"__AT4G12290","AT4G12290","turquoise","1",9.71820623777944,7.07388661601721,9.09587774817481,9.15326897555266,8.74016798238295,9.63386277353131,9.47976395641019,8.43401414673408,8.89008438385607,9.29975432725175,9.98595382941291,10.0189872764197,NA,"Chr4",7303985,NA,2,"protein_coding","Copper amine oxidase family protein",NA,3253,2121,3042,280,370,4,"","List"
"CYP706A6__AT4G12320","AT4G12320","turquoise","1",11.0796816240342,8.23490264945988,9.728577325498,10.3857901731072,9.58179119846855,10.4495308619768,11.6811628646761,10.7319612918856,10.8748493648677,10.9874334967897,11.0002008377935,10.9137037600344,NA,"Chr4",7313779,NA,1,"protein_coding","cytochrome P450, family 706, subfamily A, polypeptide 6",NA,3093,1557,3093,224,1160,2,"CYP706A6","List"
"EARLI1__AT4G12480","AT4G12480","turquoise","1",2.96781997187233,5.06814206306922,8.06140017103986,4.27296103902821,4.86239206319249,5.28946735216524,4.19717904383482,6.42141093484077,6.34135036882411,2.79304560190314,3.54560226389378,5.58144903728886,NA,"Chr4",7406065,NA,1,"protein_coding","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein",NA,930,507,930,117,306,1,"EARLI1","List"
"__AT4G12540","AT4G12540","turquoise","1",2.77981622109524,4.45336602539599,4.13235092359754,2.30984126106683,2.78552167065742,2,3.62841296473186,3.62502169321257,3.82805587208358,2.57384531726652,3.54560226389378,2,NA,"Chr4",7429705,NA,5,"protein_coding","hypothetical protein",NA,2323,1336,2185,247,157,6,"","List"
"RTFL12__AT4G13395","AT4G13395","turquoise","1",4.27008977585131,5.17926649158399,5.63483226567764,3.28535949585043,4.20744856567678,3.17244286287282,3.13440010428144,5.01563873892857,4.46841897190053,4.06183036345336,4.69679451613334,4.93361568170825,NA,"Chr4",7785428,NA,1,"protein_coding","ROTUNDIFOLIA like 12",NA,734,168,734,111,455,1,"RTFL12","List"
"HAK5__AT4G13420","AT4G13420","turquoise","1",2,2,2.88446378102758,2,2,2,2,5.08815600156494,2,2,2,2,NA,"Chr4",7796782,NA,1,"protein_coding","high affinity K+ transporter 5",NA,5470,2358,5470,77,256,9,"HAK5","List"
"__AT4G13575","AT4G13575","turquoise","1",9.40695603749775,10.0235544172022,9.39317997665401,7.64017394465758,8.17323452799602,7.4222757272631,9.22412346892589,9.86934756313502,8.77533333906417,9.46841289409992,9.19563807476137,8.22148887998404,NA,"Chr4",7890249,NA,2,"protein_coding","None",NA,3513,258,2460,137,1512,6,"","List"
"CYP83A1__AT4G13770","AT4G13770","turquoise","1",10.1311200838334,10.2226282286675,10.5391795776829,10.2796834447161,10.2248254786715,9.35764815987409,9.60683439040712,10.8487546681115,11.6477577520807,10.677275691829,11.2991361688333,8.32382622994171,NA,"Chr4",7990429,NA,1,"protein_coding","cytochrome P450, family 83, subfamily A, polypeptide 1",NA,2001,1509,2001,147,253,2,"CYP83A1","List"
"__AT4G13800","AT4G13800","turquoise","1",5.69471706557988,3.36004036754744,4.44411344604301,5.80083265371135,3.86932796390693,5.0039636444473,5.79172870884873,5.05235295854788,5.52177058554186,5.42890791071091,5.79560633540602,5.13669181189548,NA,"Chr4",8001795,NA,10,"protein_coding","Protein of unknown function (DUF803)",NA,2973,858,2643,322,504,8,"","List"
"DMT2__AT4G14140","AT4G14140","turquoise","1",6.55233079176935,6.15287030771143,6.88533735330541,6.68233980785105,7.95497189713832,8.23808857540699,5.40083584620317,5.82090891839272,6.38113567740088,5.8755440157551,5.67691440808595,7.4409428239042,NA,"Chr4",8145998,NA,3,"protein_coding","DNA methyltransferase 2",NA,6134,4586,5903,134,NA,11,"DMT2","List"
"XBAT34__AT4G14365","AT4G14365","turquoise","1",2.77981622109524,4.94773851144733,5.58484449520311,4.40933212884069,4.76335291847172,3.17244286287282,2.67593902155288,5.34648314448277,4.3125412629073,4.14385037830125,3.06813386049407,4.06203920772612,NA,"Chr4",8271270,NA,1,"protein_coding","XB3 ortholog 4 in Arabidopsis thaliana",NA,2634,1131,2634,218,390,10,"XBAT34","List"
"__AT4G14370","AT4G14370","turquoise","1",4.11955207379279,5.43952130393009,5.75271173193102,4.34275729809957,5.56751288357537,4.25150421382622,2.3771994527339,4.58561716086523,5.15949140805196,4.67205012397825,3.54560226389378,4.49038760156021,NA,"Chr4",8279634,NA,3,"protein_coding","Disease resistance protein (TIR-NBS-LRR class) family",NA,3902,3113,3764,79,270,4,"","List"
"__AT4G15390","AT4G15390","turquoise","1",2,3.36004036754744,4.74653395598881,2.30984126106683,2.78552167065742,2.58647374483333,2,4.36986735637685,2,2,2.34956895221554,2.36592268146661,NA,"Chr4",8792707,NA,2,"protein_coding","HXXXD-type acyl-transferase family protein",NA,1736,1341,1685,119,188,2,"","List"
"UGT84A3__AT4G15490","AT4G15490","turquoise","1",9.52770774107754,6.46215349580348,8.86928825748002,9.16535851847484,8.56745076730031,9.45365176026645,9.70513895782015,8.54122808928451,9.06515982133226,9.67045476426998,9.73987226654742,9.78597506787538,NA,"Chr4",8852656,NA,1,"protein_coding","UDP-Glycosyltransferase superfamily protein",NA,2051,1440,2051,403,208,1,"UGT84A3","List"
"__AT4G15620","AT4G15620","turquoise","1",3.41834919625327,5.87328366384412,5.24195965997831,4.19961567117933,4.48117788206641,2.80929765959695,2.92330472536717,4.53462852342197,4.7372458594505,4.87780578516418,4.2745652891338,3.72667626196656,NA,"Chr4",8913653,NA,1,"protein_coding","Uncharacterised protein family (UPF0497)",NA,2011,573,2011,282,132,2,"","List"
"RGF6__AT4G16515","AT4G16515","turquoise","1",5.61254401913405,7.28739321740849,6.66247626144458,5.6980589898871,6.53567611992113,5.09145974753768,5.08243926348404,6.76894106110561,7.18684763395112,7.12721035351279,7.0237293065692,6.76935950862205,NA,"Chr4",9305166,NA,2,"protein_coding","None",NA,680,352,629,66,210,1,"RGF6","List"
"B120__AT4G21390","AT4G21390","turquoise","1",3.65568908029843,4.45336602539599,6.30926665860795,4.40933212884069,4.71116127410457,3.32464719552684,2.3771994527339,4.93928257222676,5.55693547742712,4.36516845360641,3.67511088040822,4.06203920772612,NA,"Chr4",11394295,NA,2,"protein_coding","S-locus lectin protein kinase family protein",NA,3432,2420,3432,252,352,6,"B120","List"
"__AT4G22505","AT4G22505","turquoise","1",4.47000149355876,6.49116288662691,8.0102399789382,5.58739859049574,6.83295018741773,6.15402133410103,6.47353294351647,6.5806971454844,3.70804804057544,5.29171284297148,6.05556467089671,4.24889070481123,NA,"Chr4",11851155,NA,1,"protein_coding","Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein",NA,1864,1593,1864,63,208,1,"","List"
"3xHMG-box2__AT4G23800","AT4G23800","turquoise","1",4.53092329998603,5.87328366384412,5.94329610590677,2.78132941915586,5.27569036457767,4.86188614275457,5.2728781595714,5.66368856718276,4.54046566909779,5.52386822244799,5.61369367984282,4.76003168175546,NA,"Chr4",12390167,NA,2,"protein_coding","HMG (high mobility group) box protein",NA,2544,1362,2544,61,194,8,"3xHMG-box2","List"
"FSD1__AT4G25100","AT4G25100","turquoise","1",11.2279086499857,11.9561007233898,13.6369838068696,11.5385207808647,11.6280760575673,11.1150041205394,12.6750199076119,13.2090195829435,13.0333395180712,12.0628048966832,12.5313095453566,12.0685497279274,NA,"Chr4",12884300,NA,5,"protein_coding","Fe superoxide dismutase 1",NA,2712,623,2489,191,325,8,"FSD1","List"
"ABCG4__AT4G25750","AT4G25750","turquoise","1",2.56358909979754,5.55392801932824,4.95765960117708,3.54427291050152,3.42689241641468,4.09092746605148,3.62841296473186,4.68248720024385,2.64781752454704,3.15134848235194,2,2.65755872340552,NA,"Chr4",13110466,NA,1,"protein_coding","ABC-2 type transporter family protein",NA,2017,1734,2017,122,161,1,"ABCG4","List"
"ACS7__AT4G26200","AT4G26200","turquoise","1",2,4.45336602539599,5.68314586216597,2.78132941915586,2.97449553209416,3.00226627293868,2,3.62502169321257,3.57714438819286,2,2,2.36592268146661,NA,"Chr4",13275200,NA,1,"protein_coding","1-amino-cyclopropane-1-carboxylate synthase 7",NA,1989,1344,1989,107,242,3,"ACS7","List"
"__AT4G27510","AT4G27510","turquoise","1",2.96781997187233,4.0474850759855,3.82302988659246,2.30984126106683,5.12426723675482,3.70357668746633,3.62841296473186,3.80791607750989,3.57714438819286,2.79304560190314,4.634457950626,2.36592268146661,NA,"Chr4",13746176,NA,2,"protein_coding","None",NA,2956,2040,2661,85,62,4,"","List"
"TYRDC__AT4G28680","AT4G28680","turquoise","1",3.1341247006481,4.76977216463087,4.55211892940317,3.8620682090579,4.20744856567678,2.32283503130743,4.73931776925993,4.53462852342197,3.57714438819286,4.49585214076155,3.06813386049407,2.65755872340552,NA,"Chr4",14155064,NA,7,"protein_coding","L-tyrosine decarboxylase",NA,3806,1525,3653,114,461,12,"TYRDC","List"
"__AT4G28703","AT4G28703","turquoise","1",5.40037789206646,7.21098271691815,6.95586055910116,5.1930501058738,5.92913494864708,3.91021324550651,3.31851396598422,4.81659095982462,5.6575624817953,6.19701933094542,4.75654880833287,5.27219744987527,NA,"Chr4",14166094,NA,1,"protein_coding","RmlC-like cupins superfamily protein",NA,864,324,864,271,159,2,"","List"
"__AT4G28780","AT4G28780","turquoise","1",5.11221018690101,7.65094175108366,6.86453804522343,5.94244677314808,7.10986830411643,5.81156088521029,6.26512984625418,6.77992910928393,7.11787675029453,5.5838713171608,5.93143281571995,5.18328891611387,NA,"Chr4",14215473,NA,1,"protein_coding","GDSL-like Lipase/Acylhydrolase superfamily protein",NA,2437,1104,2437,130,750,5,"","List"
"__AT4G29700","AT4G29700","turquoise","1",5.40037789206646,6.61493678720619,6.7670418258854,5.2303560699472,5.44503516715695,4.3255524247558,6.2425330844462,6.09173400433746,6.6651787694444,6.09761303752306,6.3552115957137,4.63150015568607,NA,"Chr4",14543138,NA,1,"protein_coding","Alkaline-phosphatase-like family protein",NA,2173,1386,2173,186,601,1,"","List"
"__AT4G30170","AT4G30170","turquoise","1",2.30914208896315,4.12356471687432,5.3356179119274,2,2.56800971751877,2,2.3771994527339,4.7285874639305,3.57714438819286,2,2,2.65755872340552,NA,"Chr4",14762819,NA,1,"protein_coding","Peroxidase family protein",NA,1818,978,1818,103,154,4,"","List"
"__AT4G30180","AT4G30180","turquoise","1",2.96781997187233,4.0474850759855,4.91783408448195,2,3.77078041686956,2.58647374483333,2.92330472536717,3.7193651991337,4.13775831262173,3.78342659382215,3.67511088040822,4.24889070481123,NA,"Chr4",14768784,NA,1,"protein_coding","sequence-specific DNA binding transcription factors",NA,988,477,988,244,267,1,"","List"
"XTH18__AT4G30280","AT4G30280","turquoise","1",5.33355071055322,8.01783676618646,8.21717829181041,7.15938049277131,8.43695578711347,7.1336828057619,5.22757293502967,7.73095782346648,8.80122666135371,7.45096359838017,6.43051881313966,7.62099186222526,NA,"Chr4",14825757,NA,1,"protein_coding","xyloglucan endotransglucosylase/hydrolase 18",NA,1455,849,1455,213,201,3,"XTH18","List"
"XTH19__AT4G30290","AT4G30290","turquoise","1",6.55233079176935,6.90092300913047,5.47935218022001,6.0713942274879,7.73738267068303,4.86188614275457,6.21957675286368,6.43537746728633,7.02046613164179,5.4929041162487,6.21315375153802,5.22842796707874,NA,"Chr4",14828712,NA,1,"protein_coding","xyloglucan endotransglucosylase/hydrolase 19",NA,1513,834,1513,259,242,3,"XTH19","List"
